moped_component_id,component_name,component_name_full,component_subtype,component_work_types,type_name,line_geometry,substantial_completion_date,pre_annualized_crash_rate,post_annualized_crash_rate,delta_crash_rate,pre_annualized_fatal_crash_rate,post_annualized_fatal_crash_rate,delta_fatal_crash_rate,pre_annualized_injury_rate,post_annualized_injury_rate,delta_injury_rate,pre_annualized_death_rate,post_annualized_death_rate,delta_death_rate,pre_annualized_cost,post_annualized_cost,delta_comp_cost
13,Signal,Signal - Traffic,Traffic,New,Signal - New,"LINESTRING (628387.9178035299 3365457.430285549, 628387.7832967985 3365456.064633312, 628387.3849356144 3365454.751508607, 628386.7380723484 3365453.541305782, 628385.8675201564 3365452.480540521, 628384.806806788 3365451.609956638, 628383.5965573277 3365450.963176845, 628382.2834598114 3365450.564806127, 628380.917769033 3365450.430291413, 628379.5521669287 3365450.564799664, 628378.2389768984 3365450.963184953, 628377.0288189795 3365451.609972592, 628375.9680979396 3365452.480548761, 628375.0975610968 3365453.541254332, 628374.4506404705 3365454.751471355, 628374.0522883105 3365456.064606921, 628373.9177982478 3365457.430296155, 628374.0523066844 3365458.795948165, 628374.4506692792 3365460.109072339, 628375.0975334469 3365461.31927441, 628375.9680858917 3365462.380038811, 628377.0287988258 3365463.250621855, 628378.2390472329 3365463.897400961, 628379.5521432364 3365464.295771249, 628380.9178322725 3365464.430285851, 628382.2834326703 3365464.295777829, 628383.5966212898 3365463.897393071, 628384.8067783096 3365463.250606186, 628385.8675951532 3365462.380032012, 628386.7381324302 3365461.31932728, 628387.384958052 3365460.10910981, 628387.7833117236 3365458.795974675, 628387.9178035299 3365457.430285549)",2021-12-31 06:00:00+00:00,0.22668735453840186,NA,NA,0.0,NA,NA,0.1700155159038014,NA,NA,0.0,NA,NA,54064.93405740884,NA,NA
14,Signal,Signal - Traffic,Traffic,New,Signal - New,"LINESTRING (632538.7874990371 3352935.058270627, 632538.6529728333 3352933.692685145, 632538.254652372 3352932.379541681, 632537.6077946599 3352931.169349283, 632536.7372286102 3352930.108521082, 632535.676505674 3352929.23803383, 632534.4662918765 3352928.591191477, 632533.1531270294 3352928.192834151, 632531.7875134458 3352928.058317375, 632530.4218082739 3352928.192821379, 632529.1086874634 3352928.591110775, 632527.8984462749 3352929.238056015, 632526.8377490768 3352930.108618223, 632525.9672062641 3352931.169371617, 632525.3203042888 3352932.379488151, 632524.9219389127 3352933.692714928, 632524.7874414151 3352935.058359996, 632524.9219693182 3352936.423945247, 632525.3202911821 3352937.737088179, 632525.9671497868 3352938.947279827, 632526.8377160853 3352940.008107172, 632527.8984385871 3352940.878593587, 632529.1086513337 3352941.525435259, 632530.4218146743 3352941.923792157, 632531.7874265218 3352942.058308827, 632533.1531299944 3352941.923805053, 632534.4662494058 3352941.525516187, 632535.6764896982 3352940.878571698, 632536.7371866476 3352940.008010348, 632537.6077298946 3352938.947257787, 632538.2546329219 3352937.737141935, 632538.6529998058 3352936.423915586, 632538.7874990371 3352935.058270627)",2023-04-13 05:00:00+00:00,0.12040381841906463,NA,NA,0.0,NA,NA,0.12040381841906463,NA,NA,0.0,NA,NA,34194.68443101436,NA,NA
15,Signal,Signal - Traffic,Traffic,New,Signal - New,"LINESTRING (624231.1622654777 3347381.112499997, 624231.0277546205 3347379.746857133, 624230.6294637495 3347378.4337499, 624229.9825070443 3347377.223449926, 624229.1120466655 3347376.162685208, 624228.0512999252 3347375.292178992, 624226.8410733116 3347374.645314378, 624225.5278507668 3347374.247004198, 624224.1622680607 3347374.112454443, 624222.7966124385 3347374.247025012, 624221.4834856435 3347374.645327812, 624220.2732909722 3347375.292195794, 624219.2125001247 3347376.162774113, 624218.3420061967 3347377.223499002, 624217.6950842816 3347378.433737227, 624217.2968015869 3347379.746887815, 624217.1622616696 3347381.11246809, 624217.296774224 3347382.478110729, 624217.6950664982 3347383.791217435, 624218.3419278858 3347385.001515568, 624219.2124847319 3347386.062280524, 624220.2732310459 3347386.932785907, 624221.4834566142 3347387.579649839, 624222.7966776586 3347387.977959587, 624224.1622586341 3347388.112509232, 624225.5279125604 3347387.977938889, 624226.8410379522 3347387.579636614, 624228.0512317255 3347386.932769379, 624229.1120223189 3347386.062191916, 624229.9825166746 3347385.001467861, 624230.629439635 3347383.791230319, 624231.0277238314 3347382.47808016, 624231.1622654777 3347381.112499997)",2022-03-01 06:00:00+00:00,0.11660946603879,0.6938420136140573,0.5772325475752673,0.0,0.0,0.0,0.0,0.6938420136140573,0.6938420136140573,0.0,0.0,0.0,11894.16553595658,232437.07456070918,220542.9090247526
16,Signal,Signal - Traffic,Traffic,New,Signal - New,"LINESTRING (626989.0961048 3370290.24918983, 626988.9616140974 3370288.883550949, 626988.5632985355 3370287.57035774, 626987.9164101435 3370286.360223456, 626987.0458542947 3370285.299440525, 626985.985050515 3370284.428858754, 626984.7748983824 3370283.781988854, 626983.46177679 3370283.38364885, 626982.0961127994 3370283.249171414, 626980.7304691254 3370283.38371641, 626979.4173383863 3370283.782023372, 626978.2071202958 3370284.428942069, 626977.1463933917 3370285.299412282, 626976.2757819623 3370286.360212377, 626975.6288946994 3370287.57039027, 626975.2305692047 3370288.88357065, 626975.0960896225 3370290.249165134, 626975.230582036 3370291.614803787, 626975.6288990118 3370292.927996463, 626976.2757883065 3370294.138129992, 626977.1463444073 3370295.198912062, 626978.207147754 3370296.069492992, 626979.4172988338 3370296.716362204, 626980.7304189113 3370297.114701777, 626982.096081158 3370297.2491791, 626983.461723121 3370297.114634333, 626984.7748524463 3370296.716327902, 626985.9850696339 3370296.069409959, 626987.0458922985 3370295.198941733, 626987.9164081459 3370294.138141354, 626988.5632964643 3370292.92796415, 626988.9616234739 3370291.614784201, 626989.0961048 3370290.24918983)",2024-02-20 06:00:00+00:00,0.11892551892551892,NA,NA,0.0,NA,NA,0.11892551892551892,NA,NA,0.0,NA,NA,27709.645909645908,NA,NA
17,Signal,Signal - Traffic,Traffic,New,Signal - New,"LINESTRING (619773.6153903698 3347085.230631107, 619773.480898615 3347083.864957551, 619773.0825509449 3347082.551814708, 619772.4356734472 3347081.341580268, 619771.5650639525 3347080.280856272, 619770.5043415832 3347079.410356053, 619769.2941344086 3347078.763443486, 619767.9810319716 3347078.365123962, 619766.6153880644 3347078.230579423, 619765.2496862353 3347078.365039635, 619763.936619081 3347078.763428637, 619762.7263941409 3347079.410335253, 619761.665569592 3347080.280887064, 619760.795023963 3347081.341614896, 619760.1482096867 3347082.551763782, 619759.7498840713 3347083.864941646, 619759.6153238215 3347085.230551625, 619759.7498172742 3347086.596224958, 619760.1481663492 3347087.909367274, 619760.7950447464 3347089.119600969, 619761.6656544979 3347090.18032411, 619762.7263764415 3347091.050823495, 619763.936582576 3347091.69773538, 619765.2496835146 3347092.096054472, 619766.6153256908 3347092.230598898, 619767.981025822 3347092.096138909, 619769.2941877913 3347091.697751484, 619770.5043156135 3347091.050844562, 619771.5651399065 3347090.180293606, 619772.4356859575 3347089.119566606, 619773.0825012763 3347087.909418405, 619773.4808283902 3347086.596240973, 619773.6153903698 3347085.230631107)",2022-04-14 05:00:00+00:00,0.1786099961286905,0.7084781378808696,0.5298681417521791,0.0,0.0,0.0,0.13395749709651786,0.7970379051159783,0.6630804080194604,0.0,0.0,0.0,50948.50139570896,451389.13359734905,400440.6322016401
18,Signal,Signal - Traffic,Traffic,New,Signal - New,"LINESTRING (621624.4000773543 3348719.249425365, 621624.2655582291 3348717.883714677, 621623.8672100985 3348716.570600018, 621623.2203491712 3348715.360351306, 621622.3498576994 3348714.299576333, 621621.2890529723 3348713.429102207, 621620.078841216 3348712.782192514, 621618.7657047267 3348712.383859874, 621617.4000824249 3348712.249407005, 621616.0344519513 3348712.383851194, 621614.7213056764 3348712.782234294, 621613.5110403927 3348713.429045062, 621612.4503058089 3348714.29964171, 621611.5797906497 3348715.360338131, 621610.9329473554 3348716.570606507, 621610.5345416469 3348717.883726247, 621610.4000469722 3348719.24932654, 621610.5345677935 3348720.615037004, 621610.9329173289 3348721.928151137, 621611.5797791552 3348723.1383991, 621612.450270883 3348724.199173219, 621613.5110751851 3348725.069646512, 621614.7212858972 3348725.716555522, 621616.0344208865 3348726.11488773, 621617.4000414561 3348726.249340486, 621618.7656702326 3348726.114896522, 621620.0788151025 3348725.716513947, 621621.2890794884 3348725.069703926, 621622.3498138151 3348724.199108134, 621623.2203294003 3348723.138412548, 621623.8671737389 3348721.928144853, 621624.2655809486 3348720.615025547, 621624.4000773543 3348719.249425365)",2024-06-18 05:00:00+00:00,0.11633246187942087,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,11865.911111700929,NA,NA
20,Signal,Signal - Traffic,Traffic,New,Signal - New,"LINESTRING (622055.9884174915 3350927.668530675, 622055.8539932186 3350926.302918728, 622055.4555989674 3350924.989777906, 622054.8087352212 3350923.779602849, 622053.9381819483 3350922.718890793, 622052.8774425439 3350921.84825106, 622051.6672160395 3350921.201390414, 622050.3540728192 3350920.803103151, 622048.9884421693 3350920.668583551, 622047.6227884943 3350920.803072996, 622046.3096925676 3350921.201395154, 622045.0994432161 3350921.848261618, 622044.0386845345 3350922.718810992, 622043.168192517 3350923.77958162, 622042.5213212487 3350924.989824334, 622042.1229288063 3350926.302931373, 622041.9884880874 3350927.668532429, 622042.1229128196 3350929.034254978, 622042.521308478 3350930.347395275, 622043.1681731235 3350931.557569581, 622044.0387266522 3350932.618280781, 622045.09946563 3350933.488919681, 622046.3096910904 3350934.135779642, 622047.6228328079 3350934.534066475, 622048.9884617254 3350934.668585962, 622050.3541137018 3350934.534096742, 622051.6672082227 3350934.135775109, 622052.8774566748 3350933.488909394, 622053.9382151006 3350932.618360878, 622054.8087075447 3350931.557591082, 622055.4555798572 3350930.347349053, 622055.8539738021 3350929.034242445, 622055.9884174915 3350927.668530675)",2022-08-26 05:00:00+00:00,1.070460373671999,0.6399007226804876,-0.4305596509915115,0.0,0.0,0.0,0.0,0.6399007226804876,0.6399007226804876,0.0,0.0,0.0,109186.9581145439,181731.8052412585,72544.8471267146
22,Signal,Signal - Traffic,Traffic,New,Signal - New,"LINESTRING (630235.8217823657 3363301.732969509, 630235.6872718766 3363300.367289069, 630235.2889389972 3363299.054205266, 630234.6420365357 3363297.844003115, 630233.7714714779 3363296.783203629, 630232.7107707119 3363295.912667047, 630231.5005650239 3363295.265801135, 630230.1873533686 3363294.867437925, 630228.8217840886 3363294.732926362, 630227.4561648532 3363294.867437406, 630226.1430228092 3363295.265835952, 630224.932798723 3363295.912653221, 630223.872008224 3363296.783173211, 630223.0015057763 3363297.84396615, 630222.3546432941 3363299.054196613, 630221.956289469 3363300.367274476, 630221.8217477202 3363301.73294804, 630221.9562599155 3363303.098628251, 630222.3545942025 3363304.411711522, 630223.0014975637 3363305.621912919, 630223.8720628716 3363306.682711544, 630224.9327632036 3363307.553247289, 630226.1429678395 3363308.200112517, 630227.456177981 3363308.598475296, 630228.8217455198 3363308.732986751, 630230.1873630517 3363308.598475935, 630231.5005036857 3363308.200077921, 630232.7107268731 3363307.553261406, 630233.7715171219 3363306.682742278, 630234.6420200027 3363305.621950175, 630235.2888835383 3363304.411720397, 630235.6872388781 3363303.098642963, 630235.8217823657 3363301.732969509)",2023-01-25 06:00:00+00:00,0.1670610173367696,1.1766442953020133,1.0095832779652438,0.012850847487443815,0.0,-0.012850847487443815,0.21846440728654487,1.5688590604026844,1.3503946531161395,0.012850847487443815,0.0,-0.012850847487443815,106263.65787367291,445555.9731543624,339292.3152806895
23,Signal,Signal - Traffic,Traffic,New,Signal - New,"LINESTRING (630114.2754573089 3363051.983739601, 630114.1409267002 3363050.618061769, 630113.7426658482 3363049.304874011, 630113.0957337262 3363048.094680488, 630112.2252306163 3363047.034004177, 630111.1644964882 3363046.163370095, 630109.954255561 3363045.516519142, 630108.6411055512 3363045.11817309, 630107.2755039661 3363044.98367797, 630105.9098557923 3363045.118205262, 630104.5966906183 3363045.516508405, 630103.3864461711 3363046.163450516, 630102.3257388661 3363047.033983717, 630101.4552315105 3363048.09467547, 630100.808273599 3363049.304911643, 630100.4100220389 3363050.618105293, 630100.275495703 3363051.983668642, 630100.4099319379 3363053.349345095, 630100.8082902771 3363054.662533469, 630101.455223299 3363055.872726239, 630102.3257266601 3363056.933401691, 630103.3864603533 3363057.804034935, 630104.5967002271 3363058.450885203, 630105.9098487259 3363058.849230825, 630107.2754485686 3363058.983725837, 630108.641095039 3363058.849198773, 630109.9542588018 3363058.450896162, 630111.1645023515 3363057.803954803, 630112.2252094053 3363056.933422464, 630113.0957171948 3363055.872731547, 630113.7426761583 3363054.662496061, 630114.140929232 3363053.349302839, 630114.2754573089 3363051.983739601)",2023-10-03 05:00:00+00:00,0.15168976794891761,13.142428785607198,12.99073901765828,0.0,0.0,0.0,0.15168976794891761,0.0,-0.15168976794891761,0.0,0.0,0.0,156088.77121943625,1340527.7361319342,1184438.964912498
25,Signal,Signal - Traffic,Traffic,New,Signal - New,"LINESTRING (616964.2264866193 3338573.613667544, 616964.0919661586 3338572.248064029, 616963.6936946445 3338570.934845806, 616963.0468287965 3338569.724715675, 616962.1762991577 3338568.663936334, 616961.1154726824 3338567.793318604, 616959.9053038219 3338567.14654982, 616958.5921411023 3338566.748175405, 616957.2264741444 3338566.61369634, 616955.8608306061 3338566.748105882, 616954.5477469683 3338567.146532948, 616953.3375632808 3338567.793331933, 616952.2767661127 3338568.663949263, 616951.4062576828 3338569.724683288, 616950.7593101198 3338570.934879213, 616950.3609759153 3338572.248031177, 616950.2265272037 3338573.613649849, 616950.3610493573 3338574.979253144, 616950.7593222709 3338576.292470844, 616951.4061890194 3338577.502600233, 616952.276718914 3338578.563378721, 616953.337544968 3338579.43399562, 616954.5477127919 3338580.080763721, 616955.8608740187 3338580.479137707, 616957.2265392524 3338580.613616657, 616958.592181099 3338580.479207337, 616959.9052633352 3338580.080780792, 616961.1155424155 3338579.433983577, 616962.1762430344 3338578.563366075, 616963.0467518856 3338577.502632878, 616963.6937004863 3338576.292437637, 616964.0920361847 3338574.979286104, 616964.2264866193 3338573.613667544)",2022-03-31 05:00:00+00:00,1.2126158528150506,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,123686.81698713516,NA,NA
26,Signal,Signal - Traffic,Traffic,New,Signal - New,"LINESTRING (612327.5234476666 3369176.564922774, 612327.3889259556 3369175.199325392, 612326.9905464571 3369173.886195054, 612326.3437276602 3369172.676012219, 612325.473148439 3369171.615252162, 612324.4123811873 3369170.744718573, 612323.20218066 3369170.097863265, 612321.8890574382 3369169.699441331, 612320.5234592761 3369169.56493812, 612319.1577661294 3369169.699440096, 612317.8446555112 3369170.097839604, 612316.6344150564 3369170.744696206, 612315.5736839263 3369171.615221233, 612314.7031402944 3369172.676029717, 612314.0562416153 3369173.886235768, 612313.6579568734 3369175.199323713, 612313.523402817 3369176.565018261, 612313.6579262392 3369177.930615421, 612314.0563071569 3369179.243745235, 612314.7031268651 3369180.453927318, 612315.5737063485 3369181.514686515, 612316.6344731802 3369182.385219262, 612317.8446726624 3369183.03207388, 612319.1577943754 3369183.430495376, 612320.5233907951 3369183.56499847, 612321.8890822304 3369183.430496712, 612323.2021914293 3369183.032097733, 612324.4124309715 3369182.38524188, 612325.4731618384 3369181.514717714, 612326.3437058927 3369180.45391007, 612326.9906056168 3369179.243704712, 612327.3888918676 3369177.930617204, 612327.5234476666 3369176.564922774)",2022-07-21 05:00:00+00:00,0.12060863420033896,0.6286124058802438,0.5080037716799048,0.0,0.0,0.0,0.08771537032751925,0.0,-0.08771537032751925,0.0,0.0,0.0,34417.31843226036,88162.8899247042,53745.571492443836
27,Signal,Signal - Traffic,Traffic,New,Signal - New,"LINESTRING (622836.9829545704 3342631.188749441, 622836.8484678217 3342629.823143528, 622836.4500973716 3342628.509999249, 622835.8032577769 3342627.299810432, 622834.9327477512 3342626.238964217, 622833.8718975319 3342625.368512259, 622832.6617311338 3342624.721612027, 622831.3485624113 3342624.32327816, 622829.9829548582 3342624.188708229, 622828.6173151673 3342624.323255744, 622827.3041692788 3342624.721634964, 622826.0939422476 3342625.368450206, 622825.0332156661 3342626.239063033, 622824.1627037713 3342627.299791257, 622823.5157859907 3342628.50999845, 622823.1174369417 3342629.823079501, 622822.9829490199 3342631.188773942, 622823.1174374619 3342632.554379629, 622823.5158093133 3342633.867523383, 622824.1626498043 3342635.077711456, 622825.0331600819 3342636.138556816, 622826.0939136205 3342637.009006862, 622827.3041752343 3342637.655907493, 622828.6173424582 3342638.05424093, 622829.9829482828 3342638.18881075, 622831.3485862815 3342638.054263457, 622832.6617307687 3342637.655884763, 622833.8719569038 3342637.009070267, 622834.932683231 3342636.138458293, 622835.8031955517 3342635.077730901, 622836.4501143737 3342633.867524391, 622836.8484649212 3342632.554443771, 622836.9829545704 3342631.188749441)",2021-12-31 06:00:00+00:00,0.2042499650496295,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,31250.244652593316,NA,NA
28,Signal,Signal - Traffic,Traffic,New,Signal - New,"LINESTRING (623108.6068841642 3341821.11976009, 623108.4723192584 3341819.754150483, 623108.0739460455 3341818.440997683, 623107.4270841772 3341817.230683943, 623106.5566257995 3341816.169930499, 623105.495810271 3341815.299456181, 623104.2856627523 3341814.652530186, 623102.9724988102 3341814.254279014, 623101.6067916435 3341814.119678624, 623100.2412393066 3341814.254197767, 623098.9280829998 3341814.652548629, 623097.7178468925 3341815.299448564, 623096.657120315 3341816.16992771, 623095.7865200082 3341817.230747016, 623095.1397212672 3341818.440941576, 623094.7413140016 3341819.75412418, 623094.6067890469 3341821.119704403, 623094.7413556455 3341822.485313783, 623095.1396339948 3341823.798464977, 623095.7865942678 3341825.008668229, 623096.6570516551 3341826.069531646, 623097.7178667574 3341826.940005133, 623098.928013235 3341827.586930444, 623100.2411756788 3341827.985181188, 623101.6068811185 3341828.119781466, 623102.9724317614 3341827.985262548, 623104.2855866689 3341827.586912211, 623105.495821879 3341826.940013021, 623106.5565494483 3341826.069423904, 623107.4271489365 3341825.008716254, 623108.073948719 3341823.798522376, 623108.4723574826 3341822.485340201, 623108.6068841642 3341821.11976009)",2022-03-31 05:00:00+00:00,0.11568764599527537,NA,NA,0.0,NA,NA,0.46275058398110147,NA,NA,0.0,NA,NA,348682.56502975995,NA,NA
29,Signal,Signal - Traffic,Traffic,New,Signal - New,"LINESTRING (626655.0717528558 3366992.583410119, 626654.9372516869 3366991.217785472, 626654.5389444922 3366989.904618151, 626653.8919956025 3366988.69440855, 626653.0215096504 3366987.633671719, 626651.9607274425 3366986.7631428, 626650.7505638218 3366986.116219805, 626649.4374116042 3366985.717829548, 626648.0717125436 3366985.583413378, 626646.7061441158 3366985.717908433, 626645.3929238349 3366986.116270423, 626644.1827566308 3366986.763128832, 626643.1220392414 3366987.633641091, 626642.2515052593 3366988.69436354, 626641.604576885 3366989.904562369, 626641.2062903715 3366991.217752911, 626641.0717399584 3366992.583344197, 626641.2062428349 3366993.948968618, 626641.6045514431 3366995.262135408, 626642.2515012348 3366996.472344256, 626643.1219874399 3366997.533080224, 626644.1827692168 3366998.403608304, 626645.3929317851 3366999.050530613, 626646.7060824884 3366999.448920439, 626648.071779807 3366999.583336497, 626649.4373465271 3366999.448841668, 626650.7505653946 3366999.050480209, 626651.9607316968 3366998.403622556, 626653.021448832 3366997.533111157, 626653.8920792909 3366996.472390666, 626654.5389126743 3366995.262191407, 626654.9372006997 3366993.949001296, 626655.0717528558 3366992.583410119)",2023-06-29 05:00:00+00:00,0.1820296114791204,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,18567.02037087028,NA,NA
30,Signal,Signal - Traffic,Traffic,New,Signal - New,"LINESTRING (618119.3927805149 3342567.46614964, 618119.2582862126 3342566.10051634, 618118.8599354345 3342564.787346731, 618118.2130668287 3342563.577237078, 618117.3425962118 3342562.516453401, 618116.2817760004 3342561.645920558, 618115.0715453064 3342560.998998498, 618113.7584206632 3342560.600683641, 618112.3927789417 3342560.466149495, 618111.0271247079 3342560.600727969, 618109.7139821372 3342560.998999955, 618108.5037654151 3342561.645880744, 618107.4430485012 3342562.516379724, 618106.572525818 3342563.577240946, 618105.9256598963 3342564.787371921, 618105.5273039256 3342566.100599709, 618105.3928294926 3342567.466215707, 618105.5273254877 3342568.831848784, 618105.9256776702 3342570.145017869, 618106.5725471737 3342571.355126777, 618107.4430180483 3342572.415909602, 618108.5038378383 3342573.286441611, 618109.7140674936 3342573.93336299, 618111.0271906375 3342574.331677415, 618112.3928306336 3342574.466211447, 618113.7584831745 3342574.331633195, 618115.071624341 3342573.933361734, 618116.2818401628 3342573.286481689, 618117.3425580147 3342572.415872738, 618118.2130799248 3342571.355123173, 618118.8599468851 3342570.14499288, 618119.2583043526 3342568.831765523, 618119.3927805149 3342567.46614964)",2023-05-31 05:00:00+00:00,0.1502663123997502,NA,NA,0.0,NA,NA,0.12164415765694064,NA,NA,0.0,NA,NA,87998.814756768,NA,NA
32,Signal,Signal - PHB,PHB,New,PHB - New,"LINESTRING (621550.4710486451 3348852.321608443, 621550.3365216533 3348850.956009489, 621549.9381717271 3348849.642786591, 621549.2913102629 3348848.43265287, 621548.4207269804 3348847.371882406, 621547.3600276079 3348846.501305306, 621546.1498269967 3348845.854403338, 621544.8367044467 3348845.456079068, 621543.4710021432 3348845.321633824, 621542.1053895043 3348845.456086696, 621540.792262018 3348845.854478136, 621539.5820157526 3348846.501296579, 621538.5212996858 3348847.371899941, 621537.6507056279 3348848.43260079, 621537.0038789922 3348849.642762411, 621536.6054850086 3348850.955995459, 621536.4710003212 3348852.321596555, 621536.6055290101 3348853.687195286, 621537.0038803414 3348855.000417659, 621537.6507427046 3348856.210550632, 621538.5212300409 3348857.271319172, 621539.5820251898 3348858.141896507, 621540.7922247578 3348858.788797792, 621542.1053458066 3348859.187121631, 621543.4710463801 3348859.321566762, 621544.8366573217 3348859.187114113, 621546.1497834018 3348858.788723201, 621547.3600287681 3348858.141905504, 621548.4207445803 3348857.271302996, 621549.2913390629 3348856.210602982, 621549.9381679735 3348855.00033122, 621550.3365622279 3348853.687209428, 621550.4710486451 3348852.321608443)",2022-08-26 05:00:00+00:00,0.1724198973269605,16.760994263862333,16.588574366535372,0.0,0.0,0.0,0.02873664955449342,0.0,-0.02873664955449342,0.0,0.0,0.0,30144.745382663597,3419242.829827916,3389098.084445252
33,Signal,Signal - PHB,PHB,New,PHB - New,"LINESTRING (618957.2446691724 3349762.715275366, 618957.1101269899 3349761.349609063, 618956.7117975315 3349760.03649116, 618956.0649099792 3349758.826297338, 618955.1943562765 3349757.765518266, 618954.1336523059 3349756.894974862, 618952.9234181121 3349756.24802833, 618951.6102320174 3349755.849791803, 618950.2446310556 3349755.715224328, 618948.8789874853 3349755.849772774, 618947.5658867391 3349756.248134957, 618946.3556191633 3349756.894897375, 618945.2949186316 3349757.765519039, 618944.4243665251 3349758.826192387, 618943.777497055 3349760.036493686, 618943.3791595667 3349761.349586894, 618943.2446202546 3349762.715206542, 618943.3791641354 3349764.080872624, 618943.7774950017 3349765.393990002, 618944.4243834547 3349766.604183076, 618945.2949374153 3349767.664961293, 618946.3556409604 3349768.535503862, 618947.5658741125 3349769.182449711, 618948.8790587063 3349769.580685804, 618950.2446579366 3349769.715253165, 618951.61029981 3349769.580704943, 618952.9233991485 3349769.182343285, 618954.1336658247 3349768.535581614, 618955.1943660984 3349767.664960805, 618956.0649198352 3349766.604177467, 618956.7117891412 3349765.393987678, 618957.110128129 3349764.080894901, 618957.2446691724 3349762.715275366)",2021-08-24 05:00:00+00:00,0.1467727082461281,NA,NA,0.0,NA,NA,0.048924236082042695,NA,NA,0.0,NA,NA,21379.89116785266,NA,NA
35,Signal,Signal - PHB,PHB,New,PHB - New,"LINESTRING (623297.5631241885 3353162.306674403, 623297.4286089553 3353160.941033745, 623297.0302659983 3353159.627833879, 623296.3833928228 3353158.417680308, 623295.5128573037 3353157.356852997, 623294.4520499086 3353156.486407799, 623293.2418559266 3353155.839504647, 623291.9287346788 3353155.441164176, 623290.5631022478 3353155.306697669, 623289.1975105801 3353155.441132286, 623287.8843357821 3353155.839517477, 623286.6741495545 3353156.486352387, 623285.6133962156 3353157.35688972, 623284.7428478069 3353158.417672504, 623284.0959542743 3353159.627845565, 623283.6975720574 3353160.941025472, 623283.5630836044 3353162.306620701, 623283.6976005372 3353163.672261133, 623284.0959449009 3353164.985460473, 623284.7428189756 3353166.195613295, 623285.6133547489 3353167.256439747, 623286.6740655525 3353168.126883026, 623287.8843546549 3353168.773786578, 623289.197474397 3353169.172126618, 623290.5631050941 3353169.306593014, 623291.9286950624 3353169.172158622, 623293.2418684537 3353168.773773959, 623294.4520537821 3353168.126939797, 623295.5128068656 3353167.256403322, 623296.3833557009 3353166.195621372, 623297.0302502803 3353164.985448997, 623297.4286340015 3353163.67226952, 623297.5631241885 3353162.306674403)",2022-07-12 05:00:00+00:00,0.10277513981217684,NA,NA,0.0,NA,NA,0.10277513981217684,NA,NA,0.0,NA,NA,30935.31708346523,NA,NA
37,Signal,Signal - Traffic,Traffic,New,Signal - New,"LINESTRING (621516.3091986033 3354378.09452133, 621516.174677323 3354376.728909325, 621515.7762729056 3354375.415668101, 621515.1294800581 3354374.205513502, 621514.2588825113 3354373.144718145, 621513.1981629081 3354372.274224785, 621511.9879171988 3354371.627294331, 621510.6747954341 3354371.228942054, 621509.3091139646 3354371.094470068, 621507.9435142174 3354371.229009031, 621506.6303677802 3354371.627378405, 621505.4201405364 3354372.274179081, 621504.359362337 3354373.144768342, 621503.4888937615 3354374.205462256, 621502.8419783682 3354375.415730803, 621502.4436583794 3354376.728856425, 621502.3091117055 3354378.094464835, 621502.4436346877 3354379.460076617, 621502.8420405119 3354380.773317313, 621503.488834259 3354381.983471162, 621504.3594320636 3354383.044265662, 621505.4201512401 3354383.914758187, 621506.6303959043 3354384.561687955, 621507.9435161648 3354384.960039801, 621509.3091958996 3354385.094511674, 621510.6747939449 3354384.959972935, 621511.9879389754 3354384.56160409, 621513.1981653172 3354383.914804162, 621514.2589432598 3354383.044215758, 621515.1294122634 3354381.98352268, 621515.776328703 3354380.773254817, 621516.1746501962 3354379.460129628, 621516.3091986033 3354378.09452133)",2022-10-05 05:00:00+00:00,0.10314275965124899,1.0132932608946943,0.9101505012434453,0.01719045994187483,0.0,-0.01719045994187483,0.05157137982562449,0.6755288405964629,0.6239574607708384,0.01719045994187483,0.0,-0.01719045994187483,66784.93687418371,243528.14703502486,176743.21016084115
